Disturbia,"Drama, Mystery, Thriller",6.9,62,6.2,172,118,54,77,3.7
Django Unchained,"Drama, Western",8.5,81,8.0,249,219,30,91,4.3
Do The Right Thing,Drama,7.9,91,8.9,67,62,5,90,3.9
Dog Day Afternoon,"Crime, Drama",8.0,N/A,8.7,40,38,2,90,4.0
Dogma,"Adventure, Comedy, Fantasy",7.4,62,6.2,126,84,42,85,3.6
Donnie Brasco,"Biography, Crime, Drama",7.8,76,7.8,55,48,7,89,3.7
Donnie Darko,"Drama, Sci-Fi, Thriller",8.1,71,7.5,108,92,16,80,3.1
"Doors, The","Biography, Drama, Music",7.2,62,6.0,59,32,27,80,3.6
Double Indemnity,"Crime, Drama, Film-Noir",8.4,N/A,9.0,54,52,2,95,4.2
Drag Me to Hell,"Horror, Thriller",6.6,83,7.6,253,233,20,61,3.0
Dragonslayer,"Action, Adventure, Fantasy",6.7,N/A,6.7,28,24,4,62,3.3
Drive,"Crime, Drama",7.8,78,8.3,238,220,18,79,3.9
Drive Angry,"Action, Fantasy, Thriller",5.5,44,5.3,117,53,64,37,2.9
Drop Dead Gorgeous,Comedy,6.5,28,5.3,66,29,37,75,3.1
"Dry White Season, A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Duck Soup,"Comedy, Musical, War",8.0,N/A,9.1,45,42,3,91,4.1
Dumb and Dumber,"Animation, Comedy, Family",5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dune,"Action, Adventure, Sci-Fi",6.6,N/A,5.9,41,23,18,67,3.3
E.T.,"Family, Sci-Fi",7.9,94,9.2,112,110,2,72,3.5
Eagle Eye,"Action, Mystery, Thriller",6.6,43,4.6,178,47,131,62,3.6
Eastern Promises,"Crime, Thriller",7.7,82,7.6,194,173,21,83,3.8
Easy A,"Comedy, Romance",7.1,72,7.1,182,154,28,77,3.8
Ed TV,"Short, Comedy",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ed Wood,"Biography, Comedy, Drama",7.9,70,8.0,60,55,5,88,3.8
Edward Scissorhands,"Drama, Fantasy, Romance",7.9,74,7.7,56,50,6,91,3.8
Eight Legged Freaks,"Action, Comedy, Horror",5.4,53,5.5,143,69,74,32,2.5
El Mariachi,"Action, Crime, Thriller",6.9,73,7.0,27,25,2,76,3.5
Election,"Comedy, Drama",7.3,83,7.8,104,96,8,79,3.4
"Elephant Man, The","Biography, Drama",8.2,N/A,8.4,41,37,4,93,3.9
Elizabeth: The Golden Age,"Biography, Drama, History",6.9,45,5.1,165,58,107,59,3.3
Enemy of the State,"Action, Crime, Drama",7.3,67,6.4,84,60,24,78,3.5
"English Patient, The","Drama, Romance, War",7.4,87,7.6,76,64,12,83,3.6
Enough,"Crime, Drama, Thriller",5.6,25,4.0,123,27,96,67,3.1
Entrapment,"Action, Crime, Romance",6.2,54,5.2,81,31,50,51,3.0
Equilibrium,"Action, Drama, Sci-Fi",7.5,33,4.8,84,32,52,82,3.7
Erik the Viking,"Comedy, Adventure, Fantasy",6.2,N/A,4.3,17,8,9,59,3.2
Erin Brockovich,"Biography, Drama",7.3,73,7.4,143,120,23,80,3.5
Escape From L.A.,"Action, Adventure, Sci-Fi",5.7,N/A,5.6,47,25,22,39,2.8
Escape From New York,"Action, Sci-Fi",7.2,N/A,6.9,53,45,8,77,3.4
Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",8.3,89,8.4,233,217,16,94,4.1
Even Cowgirls Get the Blues,"Comedy, Drama, Romance",4.3,28,3.2,18,4,14,27,2.5
Event Horizon,"Horror, Sci-Fi",6.7,35,4.4,37,9,28,61,3.2
Evil Dead,"Fantasy, Horror",6.5,57,6.1,174,107,67,63,3.5
Evil Dead II: Dead by Dawn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Excalibur,"Adventure, Drama, Fantasy",7.4,N/A,7.2,38,31,7,80,3.4
Executive Decision,"Action, Adventure, Thriller",6.4,N/A,6.0,38,24,14,53,3.0
eXistenZ,"Horror, Sci-Fi, Thriller",6.8,68,6.7,63,45,18,69,3.3
Extract,"Comedy, Crime, Romance",6.2,61,5.9,183,115,68,38,2.9
Eyes Wide Shut,"Drama, Mystery, Thriller",7.3,68,7.5,146,108,38,73,3.0
"Fabulous Baker Boys, The","Drama, Music, Romance",6.8,N/A,7.4,24,23,1,69,3.3
Face Off,"Game-Show, Reality-TV",8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fair Game,"Biography, Drama, Thriller",6.8,69,6.9,170,134,36,65,3.4
"Family Man, The","Comedy, Drama, Fantasy",6.7,42,5.5,128,68,60,67,3.1
Fantastic Four,"Action, Adventure, Sci-Fi",5.7,40,4.5,203,54,149,45,3.1
Fantastic Mr Fox,N/A,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fargo,"Crime, Drama, Thriller",8.2,85,8.7,87,82,5,93,3.9
Fast Times at Ridgemont High,"Comedy, Drama",7.2,67,6.8,49,38,11,80,3.5
Fatal Instinct,"Comedy, Crime, Thriller",5.6,N/A,4.2,21,4,17,41,2.6
"Fault in Our Stars, The","Drama, Romance",7.8,69,6.9,200,161,39,85,4.2
Fear and Loathing in Las Vegas,Comedy,7.7,41,5.7,65,32,33,89,3.9
Feast,"Action, Comedy, Horror",6.4,43,5.7,50,28,22,60,3.3
Ferris Bueller's Day Off,Comedy,7.9,61,7.7,60,48,12,92,3.8
Field of Dreams,"Drama, Family, Fantasy",7.5,57,7.8,56,48,8,86,3.4
"Fifth Element, The","Action, Adventure, Sci-Fi",7.7,52,6.3,59,42,17,87,3.7
Fight Club,Drama,8.9,66,7.3,162,128,34,96,4.2
"Fighter, The","Biography, Drama, Sport",7.9,79,7.8,236,213,23,89,4.1
Final Destination,Horror,6.7,36,4.7,94,32,62,69,3.4
Final Destination 2,Horror,6.2,38,5.0,109,52,57,58,3.2
Finding Nemo,"Animation, Adventure, Comedy",8.1,90,8.7,254,252,2,86,3.8
Five Easy Pieces,Drama,7.5,N/A,8.5,44,38,6,85,3.9
Flash Gordon,"Action, Adventure, Sci-Fi",6.4,63,6.4,38,31,7,69,3.1
Fletch,"Comedy, Crime, Mystery",6.9,N/A,6.4,28,21,7,82,3.3
Flight,"Drama, Thriller",7.3,76,7.0,221,171,50,75,3.8
"Flintstones, The","Comedy, Family, Fantasy",4.8,38,3.7,42,9,33,24,2.5
Forrest Gump,"Drama, Romance",8.8,82,7.3,83,60,23,95,4.1
Four Feathers,Drama,7.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Four Rooms,"Comedy, Fantasy",6.7,N/A,3.5,44,6,38,70,3.4
Foxcatcher,"Biography, Drama, Sport",7.0,81,7.9,218,193,25,66,3.5
Fracture,"Crime, Drama, Mystery",7.2,68,6.5,171,122,49,73,3.5
Frances,"Biography, Drama, Romance",7.4,N/A,7.4,24,16,8,78,3.8
Frankenstein,"Drama, Horror, Sci-Fi",8.0,N/A,8.7,44,44,0,87,3.7
Freaked,"Comedy, Sci-Fi",6.2,N/A,5.4,17,8,9,64,3.3
Freddy vs. Jason,"Horror, Thriller",5.8,37,4.8,157,64,93,50,2.9
"French Connection, The","Action, Crime, Drama",7.8,96,8.7,55,54,1,87,3.9
Frequency,"Crime, Drama, Mystery",7.3,67,6.5,124,87,37,81,3.4
Friday the 13th,"Horror, Mystery, Thriller",6.5,35,5.5,50,29,21,61,3.2
Friday the 13th Part VIII: Jason Takes Manhattan,Horror,4.5,N/A,2.9,23,2,21,27,2.7
Fright Night,"Comedy, Horror",6.4,64,6.3,166,119,47,59,3.4
Fright Night (1985),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
From Dusk Till Dawn,"Crime, Fantasy, Horror",7.3,52,6.0,46,29,17,76,3.5
From Here to Eternity,"Drama, Romance, War",7.8,N/A,8.2,49,45,4,84,3.8
Frozen,"Animation, Adventure, Comedy",7.6,74,7.7,218,194,24,86,4.3
Frozen (Disney),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frozen River,"Crime, Drama",7.2,82,7.3,129,113,16,74,3.3
Fruitvale Station,"Biography, Drama, Romance",7.5,85,8.1,189,177,12,87,4.1
"Fugitive, The","Action, Adventure, Crime",7.8,88,7.9,72,69,3,89,3.6
Full Metal Jacket,"Drama, War",8.3,78,8.3,74,70,4,94,4.1
Funny People,"Comedy, Drama",6.4,60,6.4,228,155,73,48,3.1
Fury,"Action, Drama, War",7.6,64,6.9,225,172,53,84,4.0
G.I. Jane,"Action, Drama, War",5.8,62,5.9,31,17,14,53,3.0
G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi",5.8,32,4.6,159,55,104,50,3.3
Game 6,"Comedy, Drama, Sport",5.9,56,6.0,40,25,15,38,2.6
"Game, The","Drama, Mystery, Thriller",7.8,61,7.4,53,38,15,84,3.6
Gamer,"Action, Sci-Fi, Thriller",5.8,27,4.2,75,21,54,39,3.0
Gandhi,"Biography, Drama, History",8.1,N/A,8.0,50,44,6,92,4.0
Gang Related,"Action, Crime, Drama",6.5,N/A,5.4,16,9,7,66,3.5
Gangs of New York,"Crime, Drama, History",7.5,72,7.1,202,151,51,81,3.5
Garden State,"Comedy, Drama, Romance",7.6,67,7.4,187,161,26,88,3.8
Gattaca,"Drama, Sci-Fi, Thriller",7.8,64,7.1,55,45,10,87,3.5
Get Carter,"Action, Crime, Drama",5.1,24,3.6,60,7,53,27,2.5
Get Low,"Drama, Mystery",7.1,77,7.2,142,120,22,75,3.7
Get Shorty,"Comedy, Crime, Thriller",6.9,82,7.8,51,44,7,69,3.2
"Getaway, The","Action, Crime, Thriller",7.5,N/A,7.0,20,17,3,82,3.7
Ghost,"Drama, Fantasy, Romance",7.0,52,6.8,66,49,17,80,3.5
"Ghost and the Darkness, The","Adventure, Drama, Horror",6.8,N/A,5.4,46,23,23,N/A,N/A
Ghost Rider,"Action, Fantasy, Thriller",5.2,35,4.2,135,35,100,48,3.1
Ghost Ship,Horror,5.5,28,3.8,124,17,107,37,2.8
Ghost World,"Comedy, Drama",7.4,88,7.8,153,141,12,84,3.7
Ghostbusters,"Adventure, Comedy, Fantasy",7.8,67,8.2,67,65,2,88,3.6
Ghostbusters 2,Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ginger Snaps,"Drama, Fantasy, Horror",6.8,70,7.4,55,49,6,78,3.4
"Girl with the Dragon Tattoo, The","Crime, Drama, Mystery",7.8,71,7.6,224,193,31,86,4.1
Gladiator,"Action, Drama",8.5,64,7.2,186,142,44,87,3.8
Glengarry Glen Gross,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Go,"Comedy, Crime",7.3,72,7.6,72,66,6,78,3.3
Godfather,"Comedy, Drama, Romance",8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Godfather Part II,"Crime, Drama",9.0,80,9.5,72,70,2,97,4.3
"Godfather Part III, The",Short,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gods and Monsters,"Biography, Drama",7.5,74,8.4,62,59,3,83,3.7
Godzilla,"Action, Adventure, Sci-Fi",6.5,62,6.6,280,207,73,66,3.6
Gone in 60 Seconds,"Action, Crime, Drama",6.5,N/A,4.5,13,5,8,66,3.4
"Good Girl, The","Drama, Romance",6.5,71,N/A,N/A,N/A,N/A,0,3.1
Good Will Hunting,Drama,8.3,70,8.0,70,68,2,94,3.9
Goodfellas,"Biography, Crime, Drama",8.7,89,9.0,76,73,3,97,4.3
Gothika,"Horror, Mystery, Thriller",5.8,38,4.1,166,24,142,45,3.0
"Graduate, The","Comedy, Drama, Romance",8.0,77,8.6,65,58,7,90,3.8
Gran Torino,Drama,8.2,72,7.1,224,178,46,90,4.1
Grand Hotel,"Drama, Romance",7.6,N/A,7.8,35,30,5,77,3.8
Grand Theft Parsons,"Adventure, Comedy, Drama",6.1,46,5.4,27,12,15,52,3.2
"Grapes of Wrath, The",Drama,8.1,N/A,9.0,43,43,0,88,3.9
Gravity,"Sci-Fi, Thriller",7.8,96,9.0,309,297,12,80,4.0
"Green Mile, The","Crime, Drama, Fantasy",8.5,61,6.8,132,105,27,94,4.1
Gremlins,"Comedy, Fantasy, Horror",7.2,N/A,7.3,60,51,9,77,3.4
Gremlins 2,"Comedy, Fantasy, Horror",6.3,N/A,6.5,43,29,14,57,3.0
"Grifters, The","Crime, Drama, Thriller",7.0,86,8.0,39,35,4,70,3.4
Grosse Point Blank,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Groundhog Day,"Comedy, Fantasy, Romance",8.1,72,8.0,71,68,3,87,3.4
"Grudge, The","Fantasy, Horror, Mystery",5.9,49,5.1,157,61,96,46,2.9
Hackers,"Comedy, Crime, Drama",6.2,46,4.7,44,14,30,68,3.2
Hall Pass,"Comedy, Romance",5.9,45,4.6,172,58,114,41,3.0
Halloween: The Curse of Michael Myers,"Horror, Thriller",4.9,N/A,2.7,32,2,30,39,3.0
Hancock,"Action, Fantasy",6.4,49,5.4,218,89,129,59,3.6
"Hangover, The",Comedy,7.8,73,6.8,226,178,48,84,4.0
Hanna,"Action, Drama, Thriller",6.8,65,6.9,212,151,61,66,3.5
Hannah and Her Sisters,"Comedy, Drama, Romance",8.0,90,8.5,54,50,4,91,3.9
Hannibal,"Crime, Drama, Thriller",6.8,57,5.1,165,65,100,62,3.4
"Happy Birthday, Wanda June","Comedy, Drama",6.0,N/A,N/A,N/A,N/A,N/A,75,3.8
Happy Feet,"Animation, Comedy, Family",6.5,77,6.9,161,120,41,70,3.6
Hard Rain,"Action, Crime, Drama",5.8,36,4.4,42,12,30,33,2.7
Hard to Kill,"Action, Drama, Crime",5.7,N/A,3.7,12,4,8,47,2.7
Harold and Kumar Go to White Castle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Harry Potter and the Chamber of Secrets,"Adventure, Family, Fantasy",7.4,63,7.2,230,188,42,79,3.7
Harry Potter and the Deathly Hallows Part 1,"Adventure, Family, Fantasy",7.7,65,7.1,260,203,57,85,4.1
Harry Potter and the Goblet of Fire,"Adventure, Family, Fantasy",7.6,81,7.5,246,217,29,74,3.4
Harry Potter and the Half-Blood Prince,"Adventure, Family, Fantasy",7.5,78,7.2,266,222,44,77,3.8
Harry Potter and the Prisoner of Azkaban,"Adventure, Family, Fantasy",7.8,82,7.9,250,227,23,86,3.8
Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",7.5,64,7.1,194,156,38,82,3.7
"Haunting, The","Fantasy, Horror, Mystery",4.9,N/A,3.7,90,15,75,28,2.7
He's Just Not That Into You,"Comedy, Drama, Romance",6.4,47,5.1,155,62,93,59,3.4
Heat,"Action, Crime, Drama",8.2,76,7.8,78,67,11,94,3.9
Heathers,"Comedy, Crime, Drama",7.3,73,7.8,43,41,2,84,3.7
Heavenly Creatures,"Biography, Crime, Drama",7.4,N/A,8.2,49,45,4,83,3.7
Heavy Metal,"Animation, Adventure, Fantasy",6.7,N/A,5.6,28,16,12,67,3.3
"Hebrew Hammer, The",Comedy,6.2,41,5.1,23,12,11,63,3.2
Heist,"Action, Crime, Drama",6.5,66,6.2,128,84,44,60,3.2
Hellbound: Hellraiser II,"Horror, Thriller",6.5,N/A,5.2,20,10,10,59,3.2
Hellboy,"Action, Fantasy, Horror",6.8,72,6.8,198,160,38,65,3.2
Hellboy 2: The Golden Army,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellraiser,"Fantasy, Horror",7.0,N/A,5.9,32,20,12,73,3.5
Hellraiser 3: Hell on Earth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellraiser: Deader,"Horror, Mystery, Thriller",4.6,N/A,3.7,6,1,5,26,2.9
Hellraiser: Hellseeker,"Horror, Mystery, Thriller",5.1,N/A,3.5,6,0,6,34,3.0
"Help, The",Drama,8.1,62,7.0,204,154,50,89,4.2
Henry Fool,"Comedy, Drama",7.4,68,7.4,27,24,3,82,3.8
Henry's Crime,"Comedy, Crime, Drama",6.0,49,5.0,53,21,32,25,2.6
Hesher,Drama,7.1,45,5.7,70,37,33,60,3.4
High Fidelity,"Comedy, Drama, Music",7.6,79,7.7,164,150,14,90,3.7
Highlander,"Action, Adventure, Fantasy",7.2,24,6.1,31,21,10,79,3.5
Highlander: Endgame,"Action, Adventure, Fantasy",4.6,21,3.3,54,6,48,38,2.8
"Hills Have Eyes, The",Horror,6.4,52,5.3,136,67,69,58,3.1
His Girl Friday,"Comedy, Drama, Romance",8.0,N/A,8.8,39,38,1,90,4.0
Hitchcock,"Biography, Drama",6.9,55,6.2,197,121,76,60,3.5
"Hitchhiker's Guide to the Galaxy, The","Adventure, Comedy, Sci-Fi",6.8,63,N/A,N/A,N/A,N/A,38,3.0
Hollow Man,"Horror, Sci-Fi",5.7,24,4.4,114,31,83,27,2.6
Honeydripper,"Crime, Drama, History",6.8,68,6.5,85,58,27,57,3.4
Horrible Bosses,"Comedy, Crime",6.9,57,6.2,208,142,66,70,3.6
"Horse Whisperer, The","Drama, Romance, Western",6.5,65,7.0,57,42,15,72,3.2
"Hospital, The","Comedy, Drama, Mystery",7.2,N/A,7.8,10,10,0,73,3.6
Hostage,"Action, Crime, Drama",6.6,44,5.0,155,55,100,62,3.3
Hot Tub Time Machine,"Comedy, Sci-Fi",6.4,63,6.1,199,126,73,56,3.3
Hotel Rwanda,"Drama, History, War",8.1,79,8.0,189,171,18,94,4.0
House of 1000 Corpses,Horror,6.0,31,3.4,80,15,65,65,3.2
How to Lose Friends & Alienate People,"Comedy, Drama, Romance",6.5,35,5.0,109,40,69,42,3.1
How to Train Your Dragon,"Animation, Adventure, Family",8.2,74,7.9,201,197,4,91,4.2
How to Train Your Dragon 2,"Animation, Action, Adventure",7.9,76,7.8,162,148,14,90,4.3
Hudson Hawk,"Action, Adventure, Comedy",5.7,17,3.7,33,8,25,56,2.9
"Hudsucker Proxy, The","Comedy, Fantasy",7.3,53,6.2,40,23,17,79,3.6
Human Nature,"Comedy, Drama",6.4,56,5.8,94,46,48,61,3.3
"Hunt for Red October, The","Action, Adventure, Thriller",7.6,58,7.8,66,57,9,89,3.6
I Am Number Four,"Action, Adventure, Sci-Fi",6.1,36,4.8,159,52,107,57,3.5
I am Sam,Drama,7.6,28,4.6,143,49,94,87,3.7
I Love You Phillip Morris,"Biography, Comedy, Crime",6.7,65,6.6,152,109,43,61,3.3
I Spit on Your Grave,"Crime, Horror",6.3,27,4.4,56,19,37,48,3.1
I Still Know What You Did Last Summer,"Horror, Mystery",4.6,21,3.3,56,4,52,29,2.6
I'll Do Anything,"Comedy, Drama",5.6,N/A,5.3,18,11,7,44,3.0
"I, Robot","Action, Mystery, Sci-Fi",7.1,59,N/A,N/A,N/A,N/A,100,3.7
"Ice Storm, The",Drama,7.5,72,7.7,61,51,10,82,3.6
"Ides of March, The",Drama,7.1,67,7.4,219,185,34,72,3.6
"Imaginarium of Doctor Parnassus, The","Adventure, Fantasy, Mystery",6.9,65,6.0,190,121,69,60,3.1
In the Bedroom,"Crime, Drama",7.5,86,7.9,138,129,9,81,3.7
In the Loop,Comedy,7.5,83,7.8,167,157,10,81,3.1
Inception,"Action, Mystery, Sci-Fi",8.8,74,8.1,326,282,44,91,4.2
"Incredibles, The","Animation, Action, Adventure",8.0,90,N/A,N/A,N/A,N/A,N/A,N/A
Independence Day,"Action, Adventure, Sci-Fi",6.9,59,6.3,59,36,23,75,3.5
Indiana Jones and the Last Crusade,"Action, Adventure, Fantasy",8.3,65,7.9,68,60,8,94,4.0
Indiana Jones and the Raiders of the Lost Ark,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana Jones and the Temple of Doom,"Action, Adventure",7.6,57,7.2,65,55,10,81,3.8
Indiana Jones IV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Informant, The","Crime, Thriller",6.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Inglourious Basterds,"Adventure, Drama, War",8.3,69,7.8,299,265,34,87,3.9
Innerspace,"Action, Adventure, Comedy",6.7,N/A,6.7,37,30,7,65,3.2
"Insider, The","Biography, Drama, Thriller",7.9,84,8.0,132,127,5,90,3.8
Insidious,"Fantasy, Horror, Mystery",6.8,52,6.0,168,111,57,62,3.5
Insomnia,"Drama, Mystery, Thriller",7.2,78,7.7,200,184,16,76,3.3
Interstellar,"Adventure, Drama, Sci-Fi",8.6,74,7.0,300,213,87,85,4.1
Interview with the Vampire,"Drama, Fantasy, Horror",7.6,59,5.9,51,31,20,86,3.7
Into the Wild,"Adventure, Biography, Drama",8.2,73,7.5,192,158,34,89,4.1
Intolerable Cruelty,"Comedy, Crime, Romance",6.3,71,6.8,180,135,45,47,2.9
Inventing the Abbotts,"Drama, Romance",6.4,49,5.4,26,8,18,52,3.2
"Invention of Lying, The","Comedy, Fantasy, Romance",6.4,58,5.9,183,106,77,39,2.5
Invictus,"Biography, Drama, History",7.4,74,6.6,232,176,56,74,3.6
"Iron Lady, The","Biography, Drama, History",6.4,54,5.7,208,107,101,51,3.3
"Island, The","Action, Adventure, Romance",6.9,50,5.4,194,77,117,64,3.3
It Happened One Night,"Comedy, Romance",8.2,N/A,8.9,52,51,1,93,4.1
It Happened One Night,"Comedy, Romance",8.2,N/A,8.9,52,51,1,93,4.1
It's a Wonderful Life,"Drama, Family, Fantasy",8.6,N/A,8.9,68,64,4,95,4.0
It's Complicated,"Comedy, Drama, Romance",6.6,57,5.8,173,98,75,59,3.4
"Italian Job, The","Action, Crime, Thriller",7.0,68,6.4,179,130,49,80,3.5
"Jacket, The","Drama, Mystery, Sci-Fi",7.1,44,5.5,159,70,89,73,3.5
Jackie Brown,"Crime, Thriller",7.5,64,7.4,76,66,10,85,3.5
Jacob's Ladder,"Drama, Horror, Mystery",7.5,62,6.5,61,42,19,85,3.7
Jade,"Crime, Drama, Thriller",5.1,N/A,4.0,28,4,24,27,2.5
Jane Eyre,"Drama, Romance",7.4,76,7.3,148,124,24,76,3.8
Jason X,"Horror, Sci-Fi, Thriller",4.4,25,3.6,104,20,84,25,2.5
Jaws,"Adventure, Drama, Thriller",8.0,79,9.1,72,70,2,90,3.5
Jaws 2,"Horror, Thriller",5.7,N/A,5.3,19,10,9,38,2.8
Jay and Silent Bob Strike Back,Comedy,6.9,51,5.6,151,80,71,75,3.4
Jennifer Eight,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennifer's Body,"Comedy, Fantasy, Horror",5.1,47,5.1,173,74,99,34,2.9
Jerry Maguire,"Comedy, Drama, Romance",7.3,77,7.4,59,50,9,79,3.3
JFK,"Drama, History, Thriller",8.0,72,7.7,60,51,9,88,3.8
Jimmy and Judy,"Crime, Drama, Thriller",6.2,N/A,4.4,7,3,4,67,3.5
John Q,"Crime, Drama, Thriller",7.0,30,4.4,131,30,101,78,3.6
Judge Dredd,"Action, Crime, Sci-Fi",5.4,N/A,3.7,51,9,42,30,2.5
Juno,"Comedy, Drama, Romance",7.5,81,8.1,206,194,12,88,4.1
Jurassic Park,"Adventure, Sci-Fi, Thriller",8.1,68,8.3,117,109,8,91,3.6
Jurassic Park III,"Action, Adventure, Sci-Fi",5.9,42,5.2,163,82,81,36,3.0
Jurassic Park: The Lost World,"Sci-Fi, Short, Documentary",7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kafka,"Comedy, Drama, Mystery",7.0,46,N/A,N/A,N/A,N/A,N/A,N/A
Kalifornia,"Crime, Drama, Horror",6.7,49,6.2,24,16,8,64,3.3
Kate & Leopold,"Comedy, Fantasy, Romance",6.4,44,5.3,127,63,64,62,3.0
Kids,Drama,7.0,N/A,5.0,54,26,28,77,3.5
"Kids Are All Right, The","Comedy, Drama",7.1,86,7.8,209,195,14,73,3.6
Kill Bill Volume 1 & 2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Killing Zoe,"Crime, Drama, Thriller",6.5,N/A,5.1,28,10,18,65,3.3
King Kong,"Action, Adventure, Drama",7.2,81,7.7,257,215,42,50,2.8
"King of Comedy, The","Comedy, Drama",7.8,N/A,8.2,45,40,5,89,3.9
"King's Speech, The","Biography, Drama, History",8.0,88,8.6,265,251,14,92,4.3
"Kingdom, The","Action, Drama, Thriller",7.1,56,5.8,182,92,90,76,3.6
Kiss of the Spider Woman,"Drama, Romance",7.4,80,7.5,25,22,3,81,3.6
Klute,"Crime, Mystery, Thriller",7.2,N/A,8.1,29,28,1,80,3.7
Knocked Up,"Comedy, Romance",7.0,85,N/A,N/A,N/A,N/A,22,1.9
Kramer vs Kramer,"Drama, Romance",7.8,77,7.8,41,36,5,89,3.7
Kundun,"Biography, Drama, History",7.0,74,7.4,58,44,14,79,3.7
Kung Fu Panda,"Animation, Action, Adventure",7.6,73,7.2,178,155,23,82,3.9
L.A. Confidential,"Crime, Drama, Mystery",8.3,90,8.7,108,107,1,94,3.8
Labor of Love,N/A,5.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Labyrinth,"Adventure, Family, Fantasy",7.4,50,6.2,38,25,13,86,3.8
"Ladykillers, The","Comedy, Crime, Thriller",6.2,56,6.1,187,102,85,43,2.8
Lake Placid,"Comedy, Horror",5.6,34,5.0,76,30,46,36,2.6
Land of the Dead,Horror,6.2,71,6.6,172,126,46,51,3.1
Larry Crowne,"Comedy, Drama, Romance",6.0,41,5.0,193,69,124,41,3.1
"Last Boy Scout, The","Action, Comedy, Crime",6.9,N/A,5.3,33,14,19,68,3.3
Last Chance Harvey,"Drama, Romance",6.7,57,6.2,152,107,45,53,3.2
"Last Flight, The",Drama,7.9,N/A,N/A,N/A,N/A,N/A,0,2.8
"Last of the Mohicans, The","Action, Adventure, Drama",7.8,76,7.9,36,34,2,88,3.6
"Last Samurai, The","Action, Drama, History",7.7,55,6.4,217,142,75,83,3.7
"Last Station, The","Biography, Drama, Romance",7.0,76,6.7,139,98,41,67,3.5
Last Tango in Paris,"Drama, Romance",7.2,77,7.8,31,25,6,76,3.6
Law Abiding Citizen,"Crime, Drama, Thriller",7.4,34,4.3,156,39,117,75,4.0
Leaving Las Vegas,"Drama, Romance",7.6,82,7.7,48,43,5,85,3.6
Legally Blonde,"Comedy, Romance",6.2,59,N/A,N/A,N/A,N/A,52,3.4
Legend,"Biography, Crime, Drama",7.0,55,6.0,149,92,57,61,3.5
Legion,"Action, Fantasy, Horror",5.2,32,3.8,101,19,82,31,2.9
Les Miserables,"Drama, History",7.4,N/A,N/A,N/A,N/A,N/A,74,3.5
Lethal Weapon,"Action, Crime, Thriller",7.6,67,7.0,51,43,8,85,3.6
Lethal Weapon 4,"Action, Crime, Thriller",6.6,37,5.8,66,34,32,64,3.3
Leviathan,Drama,7.6,92,8.6,125,124,1,79,3.9
Liar Liar,"Comedy, Fantasy, Romance",6.8,68,6.9,53,43,10,75,3.4
Life,"Comedy, Crime, Drama",6.7,63,5.7,54,27,27,77,3.2
Life As A House,Drama,7.5,45,5.3,105,49,56,88,3.8
"Life of David Gale, The","Crime, Drama, Thriller",7.5,31,4.2,157,30,127,81,3.6
Life of Pi,"Adventure, Drama, Fantasy",8.0,79,7.9,230,199,31,84,4.1
Light Sleeper,"Crime, Drama",6.8,N/A,7.3,37,33,4,63,3.3
"Limey, The","Crime, Drama, Mystery",7.1,73,7.5,80,74,6,79,3.6
Limitless,"Mystery, Sci-Fi, Thriller",7.4,59,6.4,189,132,57,74,3.7
Lincoln,"Biography, Drama, History",7.4,86,8.0,254,228,26,81,4.0
"Lincoln Lawyer, The","Crime, Drama, Thriller",7.3,63,6.6,166,138,28,82,3.8
"Lion King, The","Animation, Adventure, Drama",8.5,83,8.3,113,103,10,93,4.0
